Title,Speaker,Date Posted,Link
"Family, hope and resilience on the migrant trail",Jon Lowenstein,Aug 2019,https://www.ted.com/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail
Fashion has a pollution problem — can biology fix it?,Natsai Audrey Chieza,Nov 2017,https://www.ted.com/talks/natsai_audrey_chieza_fashion_has_a_pollution_problem_can_biology_fix_it
Fashion that celebrates African strength and spirit,Walé Oyéjidé,Feb 2018,https://www.ted.com/talks/wale_oyejide_fashion_that_celebrates_african_strength_and_spirit
Fashion that celebrates all body types — boldly and unapologetically,Becca McCharen-Tran,Oct 2019,https://www.ted.com/talks/becca_mccharen_tran_fashion_that_celebrates_all_body_types_boldly_and_unapologetically
"Financial inclusion, the digital divide and other thoughts on the future of money",Ajay Banga,Dec 2020,https://www.ted.com/talks/ajay_banga_financial_inclusion_the_digital_divide_and_other_thoughts_on_the_future_of_money
Finding a new frequency,John Bidden,Oct 2016,https://www.ted.com/talks/john_bidden_finding_a_new_frequency
Finding music in mundanity,Tim Exile,Jan 2018,https://www.ted.com/talks/tim_exile_finding_music_in_mundanity
First person vs. Second person vs. Third person,Rebekah Bergman,Jun 2020,https://www.ted.com/talks/rebekah_bergman_first_person_vs_second_person_vs_third_person
First step to collaboration? Don't be so defensive!,Jim Tamm,Apr 2020,https://www.ted.com/talks/jim_tamm_first_step_to_collaboration_don_t_be_so_defensive
"Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,Jun 2019,https://www.ted.com/talks/bjarke_ingels_floating_cities_the_lego_house_and_other_architectural_forms_of_the_future
Food expiration dates don't mean what you think,Carolyn Beans,Jun 2023,https://www.ted.com/talks/carolyn_beans_food_expiration_dates_don_t_mean_what_you_think
Food revolutionaries,Jamie Oliver,Apr 2018,https://www.ted.com/talks/jamie_oliver_food_revolutionaries
"For survivors of Ebola, the crisis isn't over",Soka Moses,Mar 2018,https://www.ted.com/talks/soka_moses_for_survivors_of_ebola_the_crisis_isn_t_over
For the love of birds,Washington Wachira,Nov 2017,https://www.ted.com/talks/washington_wachira_for_the_love_of_birds
For the love of fangirls,Yve Blake,Feb 2020,https://www.ted.com/talks/yve_blake_for_the_love_of_fangirls
For women in pursuit of motherhood and a career,Irene Mora,Jan 2018,https://www.ted.com/talks/irene_mora_for_women_in_pursuit_of_motherhood_and_a_career
Fossil fuel companies know how to stop global warming. Why don't they?,Myles Allen,Dec 2020,https://www.ted.com/talks/myles_allen_fossil_fuel_companies_know_how_to_stop_global_warming_why_don_t_they
Four billion years of evolution in six minutes,Prosanta Chakrabarty,Jun 2018,https://www.ted.com/talks/prosanta_chakrabarty_four_billion_years_of_evolution_in_six_minutes
Fracaso tras fracaso,Karla Souza,Jul 2018,https://www.ted.com/talks/karla_souza_fracaso_tras_fracaso
Free yourself from your filter bubbles,Joan Blades and John Gable,Dec 2017,https://www.ted.com/talks/joan_blades_and_john_gable_free_yourself_from_your_filter_bubbles
Frida Kahlo: The woman behind the legend,Iseult Gillespie,Mar 2019,https://www.ted.com/talks/iseult_gillespie_frida_kahlo_the_woman_behind_the_legend
From death row to law graduate,Peter Ouko,Feb 2018,https://www.ted.com/talks/peter_ouko_from_death_row_to_law_graduate
From enslavement to rebel gladiator: The life of Spartacus,Fiona Radford,Dec 2018,https://www.ted.com/talks/fiona_radford_from_enslavement_to_rebel_gladiator_the_life_of_spartacus
From flesh eating bacteria to molecular superglue,Bijan Zakeri,Jan 2018,https://www.ted.com/talks/bijan_zakeri_from_flesh_eating_bacteria_to_molecular_superglue
From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,Aug 2019,https://www.ted.com/talks/shrabani_basu_from_pacifist_to_spy_wwii_s_surprising_secret_agent
"Fun, fierce and fantastical African art",Wanuri Kahiu,Aug 2017,https://www.ted.com/talks/wanuri_kahiu_fun_fierce_and_fantastical_african_art
Future tech will give you the benefits of city life anywhere,Julio Gil,Sep 2017,https://www.ted.com/talks/julio_gil_future_tech_will_give_you_the_benefits_of_city_life_anywhere
Game theory challenge: Can you predict human behavior?,Lucas Husted,Nov 2019,https://www.ted.com/talks/lucas_husted_game_theory_challenge_can_you_predict_human_behavior
Gene editing can now change an entire species — forever,Jennifer Kahn,May 2016,https://www.ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever
Get comfortable with being uncomfortable,Luvvie Ajayi Jones,Dec 2017,https://www.ted.com/talks/luvvie_ajayi_jones_get_comfortable_with_being_uncomfortable
Give yourself permission to be creative,Ethan Hawke,Jul 2020,https://www.ted.com/talks/ethan_hawke_give_yourself_permission_to_be_creative
Globalization isn't declining — it's transforming,Arindam Bhattacharya,Nov 2018,https://www.ted.com/talks/arindam_bhattacharya_globalization_isn_t_declining_it_s_transforming
"Go ahead, dream about the future",Charlie Jane Anders,Mar 2020,https://www.ted.com/talks/charlie_jane_anders_go_ahead_dream_about_the_future
"Goats, blockchain and the future of money",Fariel Salahuddin,Mar 2022,https://www.ted.com/talks/fariel_salahuddin_goats_blockchain_and_the_future_of_money
Good news in the fight against pancreatic cancer,Laura Indolfi,May 2016,https://www.ted.com/talks/laura_indolfi_good_news_in_the_fight_against_pancreatic_cancer
Got millet? How marketing could improve the lives of African farmers,Zoë Karl-Waithaka,Feb 2022,https://www.ted.com/talks/zoe_karl_waithaka_got_millet_how_marketing_could_improve_the_lives_of_african_farmers
Gourmet food for the final frontier,Phnam Bagley,Mar 2023,https://www.ted.com/talks/phnam_bagley_gourmet_food_for_the_final_frontier
"Great leadership is a network, not a hierarchy",Gitte Frederiksen,Nov 2022,https://www.ted.com/talks/gitte_frederiksen_great_leadership_is_a_network_not_a_hierarchy
Grief and love in the animal kingdom,Barbara J. King,Jul 2019,https://www.ted.com/talks/barbara_j_king_grief_and_love_in_the_animal_kingdom
Hablemos de la muerte con los niños | Alejandro Nespral | TEDxBariloche,Alejandro Nespral,Dec 2017,https://www.ted.com/talks/alejandro_nespral_hablemos_de_la_muerte_con_los_ninos
Hacking bacteria to fight cancer,Tal Danino,Dec 2019,https://www.ted.com/talks/tal_danino_hacking_bacteria_to_fight_cancer
Hacking your memory — with sleep,Matt Walker,Jul 2020,https://www.ted.com/talks/matt_walker_hacking_your_memory_with_sleep
Hamilton vs. Madison and the birth of American partisanship,Noah Feldman,Jul 2017,https://www.ted.com/talks/noah_feldman_hamilton_vs_madison_and_the_birth_of_american_partisanship
Harvey Milk's radical vision of equality,Lillian Faderman,Mar 2019,https://www.ted.com/talks/lillian_faderman_harvey_milk_s_radical_vision_of_equality
Have you met your soulmate?,Ashley Clift-Jennings,Feb 2023,https://www.ted.com/talks/ashley_clift_jennings_have_you_met_your_soulmate
Hawking's black hole paradox explained,Fabio Pacucci,Oct 2019,https://www.ted.com/talks/fabio_pacucci_hawking_s_black_hole_paradox_explained
Healthcare's compassion crisis,Stephen Trzeciak,Jun 2018,https://www.ted.com/talks/stephen_trzeciak_healthcare_s_compassion_crisis_jan_2018
Help discover ancient ruins — before it's too late,Sarah Parcak,Jan 2017,https://www.ted.com/talks/sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late
Help for kids the education system ignores,Victor Rios,Nov 2016,https://www.ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores
Helping others makes us happier — but it matters how we do it,Elizabeth Dunn,Apr 2019,https://www.ted.com/talks/elizabeth_dunn_helping_others_makes_us_happier_but_it_matters_how_we_do_it
Hidden connections that transcend borders and defy stereotypes,Aparna Bharadwaj,Jan 2023,https://www.ted.com/talks/aparna_bharadwaj_hidden_connections_that_transcend_borders_and_defy_stereotypes
History through the eyes of a chicken,Chris A. Kniesly,Oct 2018,https://www.ted.com/talks/chris_a_kniesly_history_through_the_eyes_of_a_chicken
History vs. Augustus,Peta Greenfield & Alex Gendler,Jul 2018,https://www.ted.com/talks/peta_greenfield_alex_gendler_history_vs_augustus
History vs. Henry VIII,Mark Robinson and Alex Gendler,Nov 2018,https://www.ted.com/talks/mark_robinson_and_alex_gendler_history_vs_henry_viii
History vs. Sigmund Freud,Todd Dufresne,Mar 2020,https://www.ted.com/talks/todd_dufresne_history_vs_sigmund_freud
History vs. Tamerlane the Conqueror,Stephanie Honchell Smith,Apr 2022,https://www.ted.com/talks/stephanie_honchell_smith_history_vs_tamerlane_the_conqueror
History vs. Thomas Jefferson,Frank Cogliano,Jan 2023,https://www.ted.com/talks/frank_cogliano_history_vs_thomas_jefferson
"History's ""worst"" nun",Theresa A. Yugar,Nov 2019,https://www.ted.com/talks/theresa_a_yugar_history_s_worst_nun
History's deadliest colors,J. V. Maranto,Mar 2017,https://www.ted.com/talks/j_v_maranto_history_s_deadliest_colors
History's deadliest king,Georges Nzongola-Ntalaja,Jul 2021,https://www.ted.com/talks/georges_nzongola_ntalaja_history_s_deadliest_king
Home is where the art is,Ian Strange,Jul 2018,https://www.ted.com/talks/ian_strange_home_is_where_the_art_is
Home renters are powerless. Here's how to fix that,Yale Fox,Sep 2018,https://www.ted.com/talks/yale_fox_home_renters_are_powerless_here_s_how_to_fix_that
Hope and justice for women who've survived ISIS,Rabiaa El Garani,Nov 2019,https://www.ted.com/talks/rabiaa_el_garani_hope_and_justice_for_women_who_ve_survived_isis
"How ""baby bonds"" could help close the wealth gap",Darrick Hamilton,Dec 2018,https://www.ted.com/talks/darrick_hamilton_how_baby_bonds_could_help_close_the_wealth_gap
"How ""dilemma thinking"" transforms argument into action",Countdown,Jul 2022,https://www.ted.com/talks/countdown_how_dilemma_thinking_transforms_argument_into_action
"How ""second chance"" laws could transform the US justice system",Sheena Meade,May 2023,https://www.ted.com/talks/sheena_meade_how_second_chance_laws_could_transform_the_us_justice_system
How (and why) Russia hacked the US election,Laura Galante,May 2017,https://www.ted.com/talks/laura_galante_how_and_why_russia_hacked_the_us_election
How AI art could enhance humanity's collective memory,Refik Anadol,Aug 2023,https://www.ted.com/talks/refik_anadol_how_ai_art_could_enhance_humanity_s_collective_memory
How AI can bring on a second Industrial Revolution,Kevin Kelly,Dec 2016,https://www.ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution
"How AI can enhance our memory, work and social lives",Tom Gruber,Aug 2017,https://www.ted.com/talks/tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives
How AI can help shatter barriers to equality,Jamila Gordon,Jan 2021,https://www.ted.com/talks/jamila_gordon_how_ai_can_help_shatter_barriers_to_equality
How AI can save our humanity,Kai-Fu Lee,Aug 2018,https://www.ted.com/talks/kai_fu_lee_how_ai_can_save_our_humanity
How AI could become an extension of your mind,Arnav Kapur,May 2019,https://www.ted.com/talks/arnav_kapur_how_ai_could_become_an_extension_of_your_mind
How AI could compose a personalized soundtrack to your life,Pierre Barreau,Sep 2018,https://www.ted.com/talks/pierre_barreau_how_ai_could_compose_a_personalized_soundtrack_to_your_life
How AI could empower any business,Andrew Ng,Sep 2022,https://www.ted.com/talks/andrew_ng_how_ai_could_empower_any_business
How AI could save (not destroy) education,Sal Khan,May 2023,https://www.ted.com/talks/sal_khan_how_ai_could_save_not_destroy_education
How AI is making it easier to diagnose disease,Pratik Shah,Jul 2018,https://www.ted.com/talks/pratik_shah_how_ai_is_making_it_easier_to_diagnose_disease
How AR can make us feel more connected to the world,Galit Ariel,May 2019,https://www.ted.com/talks/galit_ariel_how_ar_can_make_us_feel_more_connected_to_the_world
How Africa can keep rising,Ngozi Okonjo-Iweala,Aug 2016,https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising
How Africa can use its traditional knowledge to make progress,Chika Ezeanya-Esiobu,Oct 2017,https://www.ted.com/talks/chika_ezeanya_esiobu_how_africa_can_use_its_traditional_knowledge_to_make_progress
How Airbnb designs for trust,Joe Gebbia,Mar 2016,https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust
"How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,Nov 2017,https://www.ted.com/talks/scott_galloway_how_amazon_apple_facebook_and_google_manipulate_our_emotions
How America's public schools keep kids in poverty,Kandice Sumner,Nov 2016,https://www.ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty
How American and Chinese values shaped the coronavirus response,Huang Hung,May 2020,https://www.ted.com/talks/huang_hung_how_american_and_chinese_values_shaped_the_coronavirus_response
How Argentina's blind soccer team became champions,Gonzalo Vilariño,Aug 2016,https://www.ted.com/talks/gonzalo_vilarino_how_argentina_s_blind_soccer_team_became_champions
How Baltimore called a ceasefire,Erricka Bridgeford,May 2018,https://www.ted.com/talks/erricka_bridgeford_how_baltimore_called_a_ceasefire
How Black girls can reclaim their voice in music,Kyra Gaunt,Jun 2022,https://www.ted.com/talks/kyra_gaunt_how_black_girls_can_reclaim_their_voice_in_music
How Black queer culture shaped history,Channing Gerard Joseph,Feb 2023,https://www.ted.com/talks/channing_gerard_joseph_how_black_queer_culture_shaped_history
How COVID-19 human challenge trials work — and why I volunteered,Sophie Rose,Nov 2020,https://www.ted.com/talks/sophie_rose_how_covid_19_human_challenge_trials_work_and_why_i_volunteered
How COVID-19 impacted a global tech company and spurred innovation,Craig Silliman,Jul 2020,https://www.ted.com/talks/craig_silliman_how_covid_19_impacted_a_global_tech_company_and_spurred_innovation
How COVID-19 reshaped US cities,Kevin J. Krizek,Aug 2021,https://www.ted.com/talks/kevin_j_krizek_how_covid_19_reshaped_us_cities
How COVID-19 transformed the future of medicine,Daniel Kraft,May 2021,https://www.ted.com/talks/daniel_kraft_how_covid_19_transformed_the_future_of_medicine
How CRISPR lets you edit DNA,Andrea M. Henle,Jan 2019,https://www.ted.com/talks/andrea_m_henle_how_crispr_lets_you_edit_dna
How China is (and isn't) fighting pollution and climate change,Angel Hsu,Aug 2018,https://www.ted.com/talks/angel_hsu_how_china_is_and_isn_t_fighting_pollution_and_climate_change
How China is changing the future of shopping,Angela Wang,Dec 2017,https://www.ted.com/talks/angela_wang_how_china_is_changing_the_future_of_shopping
How Dolly Parton led me to an epiphany,Jad Abumrad,Jun 2020,https://www.ted.com/talks/jad_abumrad_how_dolly_parton_led_me_to_an_epiphany
How I accidentally changed the way movies get made,Franklin Leonard,Nov 2018,https://www.ted.com/talks/franklin_leonard_how_i_accidentally_changed_the_way_movies_get_made_jan_2018
How I became an entrepreneur at 66,Paul Tasner,Oct 2017,https://www.ted.com/talks/paul_tasner_how_i_became_an_entrepreneur_at_66
How I became part sea urchin,Catherine Mohr,Sep 2018,https://www.ted.com/talks/catherine_mohr_how_i_became_part_sea_urchin
How I became the world's first publicly traded person,Mike Merrill,Mar 2022,https://www.ted.com/talks/mike_merrill_how_i_became_the_world_s_first_publicly_traded_person
How I bring imagined worlds to life,Gemma Jackson,Feb 2020,https://www.ted.com/talks/gemma_jackson_how_i_bring_imagined_worlds_to_life
How I bring myth and magic to life,Hiromi Ozaki,Oct 2019,https://www.ted.com/talks/hiromi_ozaki_how_i_bring_myth_and_magic_to_life
How I brought Batman to Hollywood (and academia),Michael Uslan,Nov 2018,https://www.ted.com/talks/michael_uslan_how_i_brought_batman_to_hollywood_and_academia
