Title,Speaker,Date Posted,Link
How to turn climate anxiety into action,Renée Lertzman,Mar 2020,https://www.ted.com/talks/renee_lertzman_how_to_turn_climate_anxiety_into_action
How to turn grit into a lifelong habit | Angela Duckworth,The TED Interview,Jun 2021,https://www.ted.com/talks/the_ted_interview_how_to_turn_grit_into_a_lifelong_habit_angela_duckworth
How to turn moments into momentum,Renee Montgomery,Jan 2021,https://www.ted.com/talks/renee_montgomery_how_to_turn_moments_into_momentum
How to turn off work thoughts during your free time,Guy Winch,Dec 2019,https://www.ted.com/talks/guy_winch_how_to_turn_off_work_thoughts_during_your_free_time
How to turn your dissatisfaction into action,Yvonne Aki-Sawyerr,Jun 2020,https://www.ted.com/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action
How to unleash your inner maximalist through costume,Machine Dazzle,Jun 2023,https://www.ted.com/talks/machine_dazzle_how_to_unleash_your_inner_maximalist_through_costume
How to use a semicolon,Emma Bryce,Jul 2016,https://www.ted.com/talks/emma_bryce_how_to_use_a_semicolon
How to use creative writing to bear witness,Sakinah Hofler,Apr 2020,https://www.ted.com/talks/sakinah_hofler_how_to_use_creative_writing_to_bear_witness
How to use family dinner to teach politics,Hajer Sharief,Jul 2019,https://www.ted.com/talks/hajer_sharief_how_to_use_family_dinner_to_teach_politics
How to use rhetoric to get what you want,Camille Langston,Sep 2016,https://www.ted.com/talks/camille_langston_how_to_use_rhetoric_to_get_what_you_want
How to weave a cultural legacy through storytelling,Cohen Bradley,Jun 2023,https://www.ted.com/talks/cohen_bradley_how_to_weave_a_cultural_legacy_through_storytelling
"How to win an argument (at the US Supreme Court, or anywhere)",Neal Katyal,Sep 2020,https://www.ted.com/talks/neal_katyal_how_to_win_an_argument_at_the_us_supreme_court_or_anywhere
How to win at evolution and survive a mass extinction,Lauren Sallan,Oct 2017,https://www.ted.com/talks/lauren_sallan_how_to_win_at_evolution_and_survive_a_mass_extinction
How to write less but say more,Jim VandeHei,Jul 2022,https://www.ted.com/talks/jim_vandehei_how_to_write_less_but_say_more
"How to write the perfect crime, according to Agatha Christie",Jamie Bernthal,Aug 2022,https://www.ted.com/talks/jamie_bernthal_how_to_write_the_perfect_crime_according_to_agatha_christie
How today's truths shape tomorrow's possibilities,Yannick Roudaut,Feb 2019,https://www.ted.com/talks/yannick_roudaut_how_today_s_truths_shape_tomorrow_s_possibilities
How trees talk to each other,Suzanne Simard,Jul 2016,https://www.ted.com/talks/suzanne_simard_how_trees_talk_to_each_other
How turtle shells evolved... twice,Judy Cebra-Thomas,Aug 2019,https://www.ted.com/talks/judy_cebra_thomas_how_turtle_shells_evolved_twice
"How ugly, unloved food can change the world",Dana Cowin,Dec 2018,https://www.ted.com/talks/dana_cowin_how_ugly_unloved_food_can_change_the_world
How uncomfortable conversations can save lives,Lyra McKee,Nov 2017,https://www.ted.com/talks/lyra_mckee_how_uncomfortable_conversations_can_save_lives
How understanding divorce can help your marriage,Jeannie Suk Gersen,Apr 2020,https://www.ted.com/talks/jeannie_suk_gersen_how_understanding_divorce_can_help_your_marriage
How urban agriculture is transforming Detroit,Devita Davison,Dec 2017,https://www.ted.com/talks/devita_davison_how_urban_agriculture_is_transforming_detroit
How urban spaces can preserve history and build community,Walter Hood,Aug 2018,https://www.ted.com/talks/walter_hood_how_urban_spaces_can_preserve_history_and_build_community
How vaccines are developed — and why they're safe,Jen Gunter,Nov 2022,https://www.ted.com/talks/jen_gunter_how_vaccines_are_developed_and_why_they_re_safe
How video calls can help foster connection,Luci Englert McKean,Sep 2021,https://www.ted.com/talks/luci_englert_mckean_how_video_calls_can_help_foster_connection
How video game skills can get you ahead in life,William Collis,Mar 2021,https://www.ted.com/talks/william_collis_how_video_game_skills_can_get_you_ahead_in_life
How video games can level up the way you learn,Kris Alexander,Mar 2023,https://www.ted.com/talks/kris_alexander_how_video_games_can_level_up_the_way_you_learn
How video games turn players into storytellers,David Cage,Nov 2018,https://www.ted.com/talks/david_cage_how_video_games_turn_players_into_storytellers
How virtual reality turns students into scientists,Jessica Ochoa Hendrix,Jan 2020,https://www.ted.com/talks/jessica_ochoa_hendrix_how_virtual_reality_turns_students_into_scientists
How visual storytelling creates better health care,Sam Hester,Jan 2022,https://www.ted.com/talks/sam_hester_how_visual_storytelling_creates_better_health_care
How volumetric video brings a new dimension to filmmaking,Diego Prilusky,Feb 2020,https://www.ted.com/talks/diego_prilusky_how_volumetric_video_brings_a_new_dimension_to_filmmaking
How vulnerability makes you a better leader,Tracy Young,Jan 2021,https://www.ted.com/talks/tracy_young_how_vulnerability_makes_you_a_better_leader
How vultures can help solve crimes,Lauren Pharr,May 2018,https://www.ted.com/talks/lauren_pharr_how_vultures_can_help_solve_crimes
How we became sisters,Felice Belle and Jennifer Murphy,Mar 2018,https://www.ted.com/talks/felice_belle_and_jennifer_murphy_how_we_became_sisters
How we can actually pay people enough — with Paypal CEO Dan Schulman,TED Business,Dec 2020,https://www.ted.com/talks/ted_business_how_we_can_actually_pay_people_enough_with_paypal_ceo_dan_schulman
How we can bring AI personalities to life,Mariana Lin,Jan 2020,https://www.ted.com/talks/mariana_lin_how_we_can_bring_ai_personalities_to_life
How we can bring mental health support to refugees,Essam Daod,Jun 2018,https://www.ted.com/talks/essam_daod_how_we_can_bring_mental_health_support_to_refugees
"How we can build AI to help humans, not hurt us",Margaret Mitchell,Feb 2018,https://www.ted.com/talks/margaret_mitchell_how_we_can_build_ai_to_help_humans_not_hurt_us
How we can curb climate change by spending two percent more on everything,Jens Burchardt,Apr 2021,https://www.ted.com/talks/jens_burchardt_how_we_can_curb_climate_change_by_spending_two_percent_more_on_everything
How we can design timeless cities for our collective future,Vishaan Chakrabarti,Jun 2018,https://www.ted.com/talks/vishaan_chakrabarti_how_we_can_design_timeless_cities_for_our_collective_future
How we can detect pretty much anything,Hélène Morlon and Anna Papadopoulou,Aug 2021,https://www.ted.com/talks/helene_morlon_and_anna_papadopoulou_how_we_can_detect_pretty_much_anything
How we can eliminate child sexual abuse material from the internet,Julie Cordua,Oct 2019,https://www.ted.com/talks/julie_cordua_how_we_can_eliminate_child_sexual_abuse_material_from_the_internet
How we can end sexual harassment at work,Gretchen Carlson,Nov 2017,https://www.ted.com/talks/gretchen_carlson_how_we_can_end_sexual_harassment_at_work
"How we can face the future without fear, together",Rabbi Lord Jonathan Sacks,Jul 2017,https://www.ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_face_the_future_without_fear_together
How we can fight antibiotic-resistant superbugs with a new class of vaccines,Vikas Jaitely,Jan 2019,https://www.ted.com/talks/vikas_jaitely_how_we_can_fight_antibiotic_resistant_superbugs_with_a_new_class_of_vaccines
How we can find ourselves in data,Giorgia Lupi,Apr 2017,https://www.ted.com/talks/giorgia_lupi_how_we_can_find_ourselves_in_data
"How we can help hungry kids, one text at a time",Su Kahumbu,Feb 2018,https://www.ted.com/talks/su_kahumbu_how_we_can_help_hungry_kids_one_text_at_a_time
"How we can help the ""forgotten middle"" reach their full potential",Danielle R. Moss,Feb 2019,https://www.ted.com/talks/danielle_r_moss_how_we_can_help_the_forgotten_middle_reach_their_full_potential
How we can help young people build a better future,Henrietta Fore,Oct 2018,https://www.ted.com/talks/henrietta_fore_how_we_can_help_young_people_build_a_better_future
"How we can improve maternal healthcare — before, during and after pregnancy",Elizabeth Howell,Jul 2019,https://www.ted.com/talks/elizabeth_howell_how_we_can_improve_maternal_healthcare_before_during_and_after_pregnancy
How we can make energy more affordable for low-income families,DeAndrea Salvador,Oct 2018,https://www.ted.com/talks/deandrea_salvador_how_we_can_make_energy_more_affordable_for_low_income_families
How we can make racism a solvable problem — and improve policing,Dr. Phillip Atiba Goff,Sep 2019,https://www.ted.com/talks/dr_phillip_atiba_goff_how_we_can_make_racism_a_solvable_problem_and_improve_policing
How we can navigate the coronavirus pandemic with courage and hope,Rabbi Lord Jonathan Sacks,Mar 2020,https://www.ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_navigate_the_coronavirus_pandemic_with_courage_and_hope
How we can protect truth in the age of misinformation,Sinan Aral,Dec 2019,https://www.ted.com/talks/sinan_aral_how_we_can_protect_truth_in_the_age_of_misinformation
How we can start to heal the pain of racial division,Ruby Sales,Feb 2019,https://www.ted.com/talks/ruby_sales_how_we_can_start_to_heal_the_pain_of_racial_division
How we can stop Africa's scientific brain drain,Kevin Njabo,Jan 2018,https://www.ted.com/talks/kevin_njabo_how_we_can_stop_africa_s_scientific_brain_drain
How we can store digital data in DNA,Dina Zielinski,Mar 2019,https://www.ted.com/talks/dina_zielinski_how_we_can_store_digital_data_in_dna
How we can teach computers to make sense of our emotions,Raphael Arar,Apr 2018,https://www.ted.com/talks/raphael_arar_how_we_can_teach_computers_to_make_sense_of_our_emotions
How we can turn the cold of outer space into a renewable resource,Aaswath Raman,Jun 2018,https://www.ted.com/talks/aaswath_raman_how_we_can_turn_the_cold_of_outer_space_into_a_renewable_resource
How we can turn the tide on climate,Christiana Figueres and Chris Anderson,Dec 2019,https://www.ted.com/talks/christiana_figueres_and_chris_anderson_how_we_can_turn_the_tide_on_climate
How we can use light to see deep inside our bodies and brains,Mary Lou Jepsen,Aug 2018,https://www.ted.com/talks/mary_lou_jepsen_how_we_can_use_light_to_see_deep_inside_our_bodies_and_brains
How we can use the hiring process to bring out the best in people,Gil Winch,Nov 2020,https://www.ted.com/talks/gil_winch_how_we_can_use_the_hiring_process_to_bring_out_the_best_in_people
How we could better predict and stop floods,Virginia Smith,Dec 2021,https://www.ted.com/talks/virginia_smith_how_we_could_better_predict_and_stop_floods
How we could change the planet's climate future,David Wallace-Wells,Mar 2020,https://www.ted.com/talks/david_wallace_wells_how_we_could_change_the_planet_s_climate_future
How we could eat real meat without harming animals,Isha Datar,Oct 2021,https://www.ted.com/talks/isha_datar_how_we_could_eat_real_meat_without_harming_animals
How we could make carbon-negative concrete,Tom Schuler,Jan 2021,https://www.ted.com/talks/tom_schuler_how_we_could_make_carbon_negative_concrete
How we could teach our bodies to heal faster,Kaitlyn Sadtler,Sep 2018,https://www.ted.com/talks/kaitlyn_sadtler_how_we_could_teach_our_bodies_to_heal_faster
How we could use big data to forecast the next global outbreak,Monika Blaumueller,Feb 2018,https://www.ted.com/talks/monika_blaumueller_how_we_could_use_big_data_to_forecast_the_next_global_outbreak
How we experience awe — and why it matters,Beau Lotto and Cirque du Soleil,Oct 2019,https://www.ted.com/talks/beau_lotto_and_cirque_du_soleil_how_we_experience_awe_and_why_it_matters
How we experience time and memory through art,Sarah Sze,Sep 2019,https://www.ted.com/talks/sarah_sze_how_we_experience_time_and_memory_through_art
How we explore unanswered questions in physics,James Beacham,Dec 2016,https://www.ted.com/talks/james_beacham_how_we_explore_unanswered_questions_in_physics
How we look kilometers below the Antarctic ice sheet,Dustin Schroeder,Mar 2018,https://www.ted.com/talks/dustin_schroeder_how_we_look_kilometers_below_the_antarctic_ice_sheet
How we must respond to the coronavirus pandemic,Bill Gates,Mar 2020,https://www.ted.com/talks/bill_gates_how_we_must_respond_to_the_coronavirus_pandemic
How we need to remake the internet,Jaron Lanier,Apr 2018,https://www.ted.com/talks/jaron_lanier_how_we_need_to_remake_the_internet
How we study the microbes living in your gut,Dan Knights,Jul 2018,https://www.ted.com/talks/dan_knights_how_we_study_the_microbes_living_in_your_gut
How we talk about sexual assault online,Ione Wells,Oct 2016,https://www.ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online
How we use a shipping container to spark scientific curiosity,Daniel Sherling,Jan 2019,https://www.ted.com/talks/daniel_sherling_how_we_use_a_shipping_container_to_spark_scientific_curiosity
How we use astrophysics to study earthbound problems,Federica Bianco,Sep 2019,https://www.ted.com/talks/federica_bianco_how_we_use_astrophysics_to_study_earthbound_problems
How we'll become cyborgs and extend human potential,Hugh Herr,May 2018,https://www.ted.com/talks/hugh_herr_how_we_ll_become_cyborgs_and_extend_human_potential
How we'll earn money in a future without jobs,Martin Ford,Oct 2017,https://www.ted.com/talks/martin_ford_how_we_ll_earn_money_in_a_future_without_jobs
How we'll predict the next refugee crisis,Rana Novack,Feb 2018,https://www.ted.com/talks/rana_novack_how_we_ll_predict_the_next_refugee_crisis
How we're building the world's largest family tree,Yaniv Erlich,Sep 2019,https://www.ted.com/talks/yaniv_erlich_how_we_re_building_the_world_s_largest_family_tree
How we're harnessing nature's hidden superpowers,Oded Shoseyov,Sep 2016,https://www.ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers
How we're helping local reporters turn important stories into national news,Gangadhar Patil,Oct 2019,https://www.ted.com/talks/gangadhar_patil_how_we_re_helping_local_reporters_turn_important_stories_into_national_news
How we're honoring people overlooked by history,Amy Padnani,Jul 2019,https://www.ted.com/talks/amy_padnani_how_we_re_honoring_people_overlooked_by_history
How we're reducing the climate impact of electronics,Tim Dunn,Feb 2022,https://www.ted.com/talks/tim_dunn_how_we_re_reducing_the_climate_impact_of_electronics
How we're reverse engineering the human brain in the lab,Sergiu P. Pasca,Aug 2022,https://www.ted.com/talks/sergiu_p_pasca_how_we_re_reverse_engineering_the_human_brain_in_the_lab
How we're saving one of Earth's last wild places,Steve Boyes,Jul 2018,https://www.ted.com/talks/steve_boyes_how_we_re_saving_one_of_earth_s_last_wild_places
How we're tracking medical donations across the world,Christian Schröter,Jan 2018,https://www.ted.com/talks/christian_schroter_how_we_re_tracking_medical_donations_across_the_world
How we're turning carbon waste into jet fuel (and everything else),Jennifer Holmgren,Apr 2022,https://www.ted.com/talks/jennifer_holmgren_how_we_re_turning_carbon_waste_into_jet_fuel_and_everything_else
How we're using AI to discover new antibiotics,Jim Collins,May 2020,https://www.ted.com/talks/jim_collins_how_we_re_using_ai_to_discover_new_antibiotics
How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,Oct 2019,https://www.ted.com/talks/laura_boykin_how_we_re_using_dna_tech_to_help_farmers_fight_crop_diseases
How we're using dogs to sniff out malaria,James Logan,Oct 2019,https://www.ted.com/talks/james_logan_how_we_re_using_dogs_to_sniff_out_malaria
How we're using drones to deliver blood and save lives,Keller Rinaudo Cliffton,Nov 2017,https://www.ted.com/talks/keller_rinaudo_cliffton_how_we_re_using_drones_to_deliver_blood_and_save_lives
How webtoons are changing movies and TV,Hyeonmi Kim,Mar 2022,https://www.ted.com/talks/hyeonmi_kim_how_webtoons_are_changing_movies_and_tv
How whistle-blowers shape history,Kelly Richmond Pope,Oct 2018,https://www.ted.com/talks/kelly_richmond_pope_how_whistle_blowers_shape_history
How will AI change the world?,TED-Ed,Dec 2022,https://www.ted.com/talks/ted_ed_how_will_ai_change_the_world
How will we survive when the population hits 10 billion?,Charles C. Mann,Oct 2018,https://www.ted.com/talks/charles_c_mann_how_will_we_survive_when_the_population_hits_10_billion
How wind energy could power Earth ... 18 times over,Dan Jørgensen,Feb 2022,https://www.ted.com/talks/dan_jorgensen_how_wind_energy_could_power_earth_18_times_over
How wireless energy from space could power everything,Ali Hajimiri,Jun 2023,https://www.ted.com/talks/ali_hajimiri_how_wireless_energy_from_space_could_power_everything
How women are revolutionizing Rwanda,Agnes Binagwaho,Mar 2020,https://www.ted.com/talks/agnes_binagwaho_how_women_are_revolutionizing_rwanda
How women in Pakistan are creating political change,Shad Begum,Feb 2019,https://www.ted.com/talks/shad_begum_how_women_in_pakistan_are_creating_political_change
How women in rural India turned courage into capital,Chetna Gala Sinha,Aug 2018,https://www.ted.com/talks/chetna_gala_sinha_how_women_in_rural_india_turned_courage_into_capital
How women wage conflict without violence,Julia Bacha,Aug 2016,https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence
"How women will lead us to freedom, justice and peace",H.E. Ellen Johnson Sirleaf,Jun 2020,https://www.ted.com/talks/h_e_ellen_johnson_sirleaf_how_women_will_lead_us_to_freedom_justice_and_peace
How work kept me going during my cancer treatment,Sarah Donnelly,Apr 2018,https://www.ted.com/talks/sarah_donnelly_how_work_kept_me_going_during_my_cancer_treatment
How working couples can best support each other,Jennifer Petriglieri,Nov 2020,https://www.ted.com/talks/jennifer_petriglieri_how_working_couples_can_best_support_each_other
"How would you finish the sentence, ""Imagine if...""?",Sir Ken Robinson,Mar 2021,https://www.ted.com/talks/sir_ken_robinson_how_would_you_finish_the_sentence_imagine_if
How yarn bombing grew into a worldwide movement,Magda Sayeg,Mar 2016,https://www.ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement
"How you can help save the bees, one hive at a time",Noah Wilson-Rich,Mar 2019,https://www.ted.com/talks/noah_wilson_rich_how_you_can_help_save_the_bees_one_hive_at_a_time
How you can help save the monarch butterfly — and the planet,Mary Ellen Hannibal,Apr 2020,https://www.ted.com/talks/mary_ellen_hannibal_how_you_can_help_save_the_monarch_butterfly_and_the_planet
How you can help solve cold cases,Michael Arntfield,May 2019,https://www.ted.com/talks/michael_arntfield_how_you_can_help_solve_cold_cases
How you can help transform the internet into a place of trust,Claire Wardle,Oct 2019,https://www.ted.com/talks/claire_wardle_how_you_can_help_transform_the_internet_into_a_place_of_trust
How you can make a fruit fly eat veggies,Greg Gage,Jun 2018,https://www.ted.com/talks/greg_gage_how_you_can_make_a_fruit_fly_eat_veggies
How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,Nov 2019,https://www.ted.com/talks/mike_cannon_brookes_how_you_can_use_impostor_syndrome_to_your_benefit
How young Africans found a voice on Twitter,Siyanda Mohutsiwa,Mar 2016,https://www.ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter
How young people join violent extremist groups — and how to stop them,Erin Marie Saltman,Sep 2017,https://www.ted.com/talks/erin_marie_saltman_how_young_people_join_violent_extremist_groups_and_how_to_stop_them
How your body could become its own diagnostic lab,Aaron Morris,Jun 2021,https://www.ted.com/talks/aaron_morris_how_your_body_could_become_its_own_diagnostic_lab
How your brain decides what is beautiful,Anjan Chatterjee,Aug 2017,https://www.ted.com/talks/anjan_chatterjee_how_your_brain_decides_what_is_beautiful
"How your brain invents your ""self""",Anil Seth,Nov 2021,https://www.ted.com/talks/anil_seth_how_your_brain_invents_your_self
How your brain responds to stories — and why they're crucial for leaders,Karen Eber,Jan 2021,https://www.ted.com/talks/karen_eber_how_your_brain_responds_to_stories_and_why_they_re_crucial_for_leaders
How your brain's executive function works — and how to improve it,Sabine Doebel,May 2019,https://www.ted.com/talks/sabine_doebel_how_your_brain_s_executive_function_works_and_how_to_improve_it
How your company can gain a global talent advantage,Johann Daniel Harnoss,Jul 2023,https://www.ted.com/talks/johann_daniel_harnoss_how_your_company_can_gain_a_global_talent_advantage
How your emotions change the shape of your heart,Sandeep Jauhar,Sep 2019,https://www.ted.com/talks/sandeep_jauhar_how_your_emotions_change_the_shape_of_your_heart
How your memory works — and why forgetting is totally OK,Lisa Genova,Apr 2021,https://www.ted.com/talks/lisa_genova_how_your_memory_works_and_why_forgetting_is_totally_ok
How your nature photos can help protect wild animals,Tanya Berger-Wolf,Oct 2021,https://www.ted.com/talks/tanya_berger_wolf_how_your_nature_photos_can_help_protect_wild_animals
How your personal narrative limits your future,Andrew Peek,Feb 2019,https://www.ted.com/talks/andrew_peek_how_your_personal_narrative_limits_your_future
How your pictures can help reclaim lost history,Chance Coughenour,Aug 2017,https://www.ted.com/talks/chance_coughenour_how_your_pictures_can_help_reclaim_lost_history
How your sense of smell helps you savor flavor,Jen Gunter,Oct 2022,https://www.ted.com/talks/jen_gunter_how_your_sense_of_smell_helps_you_savor_flavor
How your unique story can get you hired,Aimée Eubanks Davis,Nov 2020,https://www.ted.com/talks/aimee_eubanks_davis_how_your_unique_story_can_get_you_hired
Huellas de la discriminación,Alex Apella,Dec 2017,https://www.ted.com/talks/alex_apella_huellas_de_la_discriminacion
Human-centered justice,American Family Insurance,Jan 2022,https://www.ted.com/talks/american_family_insurance_human_centered_justice
Humanity at the intersection of science and archaeology,Alisa Kazarina,Oct 2019,https://www.ted.com/talks/alisa_kazarina_humanity_at_the_intersection_of_science_and_archaeology
Humanity's planet-shaping powers — and what they mean for the future,Achim Steiner,Jan 2021,https://www.ted.com/talks/achim_steiner_humanity_s_planet_shaping_powers_and_what_they_mean_for_the_future
Humanity's search for cosmic truth and poetic beauty,Maria Popova,May 2022,https://www.ted.com/talks/maria_popova_humanity_s_search_for_cosmic_truth_and_poetic_beauty
Humanizar los cuidados intensivos,Gabriel Heras,Jul 2018,https://www.ted.com/talks/gabriel_heras_humanizar_los_cuidados_intensivos
Hunting for Peru's lost civilizations — with satellites,Sarah Parcak,Aug 2016,https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites
Hunting for dinosaurs showed me our place in the universe,Kenneth Lacovara,Apr 2016,https://www.ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe
I am not your Asian stereotype,Canwen Xu,Apr 2021,https://www.ted.com/talks/canwen_xu_i_am_not_your_asian_stereotype
I am the donation,Kevin Etter,May 2018,https://www.ted.com/talks/kevin_etter_i_am_the_donation
I don't want children — stop telling me I'll change my mind,Christen Reighter,Nov 2017,https://www.ted.com/talks/christen_reighter_i_don_t_want_children_stop_telling_me_i_ll_change_my_mind
I grew up in the Westboro Baptist Church. Here's why I left,Megan Phelps-Roper,Mar 2017,https://www.ted.com/talks/megan_phelps_roper_i_grew_up_in_the_westboro_baptist_church_here_s_why_i_left
I hate McMansions — and you should too,Kate Wagner,Sep 2018,https://www.ted.com/talks/kate_wagner_i_hate_mcmansions_and_you_should_too
I let algorithms randomize my life for two years,Max Hawkins,Feb 2021,https://www.ted.com/talks/max_hawkins_i_let_algorithms_randomize_my_life_for_two_years
I stepped out of grief — by dancing with fire,Danielle Torley,Nov 2020,https://www.ted.com/talks/danielle_torley_i_stepped_out_of_grief_by_dancing_with_fire
I survived a terrorist attack. Here's what I learned,Gill Hicks,Jun 2016,https://www.ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned
I'm terrified of wanting to be a billionaire,Pardis Parker,Oct 2022,https://www.ted.com/talks/pardis_parker_i_m_terrified_of_wanting_to_be_a_billionaire
"I'm tired of people telling me to ""grind""",Pardis Parker,Jan 2022,https://www.ted.com/talks/pardis_parker_i_m_tired_of_people_telling_me_to_grind
I've lived as a man and as a woman — here's what I've learned,Paula Stone Williams,Dec 2017,https://www.ted.com/talks/paula_stone_williams_i_ve_lived_as_a_man_and_as_a_woman_here_s_what_i_ve_learned
Iceland's superpowered underground volcanoes,Jean-Baptiste P. Koehl,Jul 2021,https://www.ted.com/talks/jean_baptiste_p_koehl_iceland_s_superpowered_underground_volcanoes
Ideas worth dating,Rainn Wilson,Oct 2016,https://www.ted.com/talks/rainn_wilson_ideas_worth_dating
"If a story moves you, act on it",Sisonke Msimang,Jan 2017,https://www.ted.com/talks/sisonke_msimang_if_a_story_moves_you_act_on_it
If trees could speak,Elif Shafak,Oct 2020,https://www.ted.com/talks/elif_shafak_if_trees_could_speak
"If you adults won't save the world, we will",Xiye Bastida,Sep 2020,https://www.ted.com/talks/xiye_bastida_if_you_adults_won_t_save_the_world_we_will
"If you're scared of snakes, watch this",Andrew Whitworth,Apr 2022,https://www.ted.com/talks/andrew_whitworth_if_you_re_scared_of_snakes_watch_this
Imaginative sculptures that explore how we perceive reality,Alicia Eggert,Feb 2020,https://www.ted.com/talks/alicia_eggert_imaginative_sculptures_that_explore_how_we_perceive_reality
Immigrant voices make democracy stronger,Sayu Bhojwani,Oct 2016,https://www.ted.com/talks/sayu_bhojwani_immigrant_voices_make_democracy_stronger
In defense of emojis,Jenna Schilstra,Oct 2016,https://www.ted.com/talks/jenna_schilstra_in_defense_of_emojis
In praise of conflict,Jonathan Marks,Apr 2017,https://www.ted.com/talks/jonathan_marks_in_praise_of_conflict
"In the age of AI art, what can originality look like?",Eileen Isagon Skyers,Aug 2023,https://www.ted.com/talks/eileen_isagon_skyers_in_the_age_of_ai_art_what_can_originality_look_like
"In the opioid crisis, here's what it takes to save a life",Jan Rader,Jan 2019,https://www.ted.com/talks/jan_rader_in_the_opioid_crisis_here_s_what_it_takes_to_save_a_life
"In the war for information, will quantum computers defeat cryptographers?",Craig Costello,Nov 2019,https://www.ted.com/talks/craig_costello_in_the_war_for_information_will_quantum_computers_defeat_cryptographers
"In uncertain times, think like a mother",Yifat Susskind,Apr 2020,https://www.ted.com/talks/yifat_susskind_in_uncertain_times_think_like_a_mother
Increase your self-awareness with one simple fix,Tasha Eurich,Dec 2017,https://www.ted.com/talks/tasha_eurich_increase_your_self_awareness_with_one_simple_fix
Indigenous knowledge meets science to take on climate change,Hindou Oumarou Ibrahim,Mar 2020,https://www.ted.com/talks/hindou_oumarou_ibrahim_indigenous_knowledge_meets_science_to_take_on_climate_change
Infinity according to Jorge Luis Borges,Ilan Stavans,Jul 2019,https://www.ted.com/talks/ilan_stavans_infinity_according_to_jorge_luis_borges
Ink made of air pollution,Anirudh Sharma,Feb 2019,https://www.ted.com/talks/anirudh_sharma_ink_made_of_air_pollution
Innovations in sleep,Beautyrest,Jul 2020,https://www.ted.com/talks/beautyrest_innovations_in_sleep
Inside Africa's thriving art scene,Touria El Glaoui,Jan 2018,https://www.ted.com/talks/touria_el_glaoui_inside_africa_s_thriving_art_scene
Inside America's dead shopping malls,Dan Bell,Mar 2017,https://www.ted.com/talks/dan_bell_inside_america_s_dead_shopping_malls
Inside the bizarre world of internet trolls and propagandists,Andrew Marantz,Sep 2019,https://www.ted.com/talks/andrew_marantz_inside_the_bizarre_world_of_internet_trolls_and_propagandists
Inside the black hole image that made history,Sheperd Doeleman,Apr 2019,https://www.ted.com/talks/sheperd_doeleman_inside_the_black_hole_image_that_made_history
Inside the fight against Russia's fake news empire,Olga Yurkova,Jun 2018,https://www.ted.com/talks/olga_yurkova_inside_the_fight_against_russia_s_fake_news_empire
Inside the killer whale matriarchy,Darren Croft,Dec 2018,https://www.ted.com/talks/darren_croft_inside_the_killer_whale_matriarchy
Inside the massive (and unregulated) world of surveillance tech,Sharon Weinberger,Dec 2020,https://www.ted.com/talks/sharon_weinberger_inside_the_massive_and_unregulated_world_of_surveillance_tech
Inside the mind of a former radical jihadist,Manwar Ali,Oct 2016,https://www.ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist
Inside the mind of a master procrastinator,Tim Urban,Mar 2016,https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator
Insightful human portraits made from data,R. Luke DuBois,Apr 2016,https://www.ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data
Intelligent floating machines inspired by nature,Anicka Yi,Aug 2022,https://www.ted.com/talks/anicka_yi_intelligent_floating_machines_inspired_by_nature
Interconnectivity: the new structure of the world economy,Min Zhu,Jul 2016,https://www.ted.com/talks/min_zhu_interconnectivity_the_new_structure_of_the_world_economy
Intimate photos of a senior love triangle,Isadora Kosofsky,Sep 2018,https://www.ted.com/talks/isadora_kosofsky_intimate_photos_of_a_senior_love_triangle
Introducing Body Stuff with Dr. Jen Gunter,TED Audio Collective,May 2021,https://www.ted.com/talks/ted_audio_collective_introducing_body_stuff_with_dr_jen_gunter
Introducing: Am I Normal? with Mona Chalabi,TED Audio Collective,Oct 2021,https://www.ted.com/talks/ted_audio_collective_introducing_am_i_normal_with_mona_chalabi
Investing in health care workers strengthens communities,Raj Panjabi,Apr 2020,https://www.ted.com/talks/raj_panjabi_investing_in_health_care_workers_strengthens_communities
Is capitalism actually broken?,TED-Ed,Nov 2022,https://www.ted.com/talks/ted_ed_is_capitalism_actually_broken
Is civility a sham?,Teresa Bejan,Nov 2018,https://www.ted.com/talks/teresa_bejan_is_civility_a_sham
Is democracy doomed? The global fight for our future,Timothy Snyder,Feb 2023,https://www.ted.com/talks/timothy_snyder_is_democracy_doomed_the_global_fight_for_our_future
