Name,Course,Sector,Links
The bad math of the fossil fuel industry,Irma L. Olguin Jr.,Oct 2021,https://www.ted.com/talks/tzeporah_berman_the_bad_math_of_the_fossil_fuel_industry
The basics of AI for business,Dan Walker,Dec 2017,https://www.ted.com/talks/philipp_gerbert_the_basics_of_ai_for_business
The battle that formed the universe,Jack Cooper and Catalina Pimiento,Jun 2023,https://www.ted.com/talks/fabio_pacucci_the_battle_that_formed_the_universe
The beautiful balance between courage and fear,Werner Reich,Dec 2019,https://www.ted.com/talks/cara_e_yar_khan_the_beautiful_balance_between_courage_and_fear
The beautiful future of solar power,Michele Wucker,Mar 2019,https://www.ted.com/talks/marjan_van_aubel_the_beautiful_future_of_solar_power
"The beautiful, hard work of co-parenting",Lucy Farey-Jones,Feb 2020,https://www.ted.com/talks/joel_leon_the_beautiful_hard_work_of_co_parenting
"The beautiful, mysterious science of how you hear",Danielle Allen,Mar 2020,https://www.ted.com/talks/jim_hudspeth_the_beautiful_mysterious_science_of_how_you_hear
The beauty and complexity of finding common ground,Shari Davis,Jun 2020,https://www.ted.com/talks/matt_trombley_the_beauty_and_complexity_of_finding_common_ground
The beauty of being a misfit,Sebastian Kraves,May 2016,https://www.ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit
The beauty of building with mud and trash,Beatrice K. Otto,Jul 2023,https://www.ted.com/talks/vinu_daniel_the_beauty_of_building_with_mud_and_trash
The beauty of what we'll never know,Paul Knoepfler,Oct 2016,https://www.ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know
The benefits of daydreaming,TED-Ed,Sep 2022,https://www.ted.com/talks/elizabeth_cox_the_benefits_of_daydreaming
The benefits of expressing your emotions (constructively),Anne Marie Albano,Apr 2020,https://www.ted.com/talks/arturs_miksons_the_benefits_of_expressing_your_emotions_constructively
The benefits of fostering beginner's mind,Miguel Goncalves,Dec 2022,https://www.ted.com/talks/cecilia_guan_the_benefits_of_fostering_beginner_s_mind
The benefits of music education,Emily Nagoski,Aug 2019,https://www.ted.com/talks/anita_collins_the_benefits_of_music_education
The benefits of not being a jerk to yourself,Shannon Odell,Oct 2022,https://www.ted.com/talks/dan_harris_the_benefits_of_not_being_a_jerk_to_yourself
The benefits of using comedy to explain science,Fernando Salem,Jan 2019,https://www.ted.com/talks/kasha_patel_the_benefits_of_using_comedy_to_explain_science
The best career path isn't always a straight line,Aaron Morris,May 2021,https://www.ted.com/talks/sarah_ellis_and_helen_tupper_the_best_career_path_isn_t_always_a_straight_line
The best way to apologize (according to science),Clive Loseby,Dec 2022,https://www.ted.com/talks/ted_ed_the_best_way_to_apologize_according_to_science
The best way to help is often just to listen,Dylan Marron,Mar 2018,https://www.ted.com/talks/sophie_andrews_the_best_way_to_help_is_often_just_to_listen
The bias behind your undiagnosed chronic pain,Sutu,Aug 2022,https://www.ted.com/talks/sheetal_decaria_the_bias_behind_your_undiagnosed_chronic_pain
The big data behind complex human emotions,Alvin Irby,Feb 2018,https://www.ted.com/talks/erick_brethenoux_the_big_data_behind_complex_human_emotions
The big myth of government deficits,Lizzo,Sep 2021,https://www.ted.com/talks/stephanie_kelton_the_big_myth_of_government_deficits
"The big-beaked, rock-munching fish that protect coral reefs",Noah R. Bressman,Aug 2020,https://www.ted.com/talks/mike_gil_the_big_beaked_rock_munching_fish_that_protect_coral_reefs
The biggest mistakes in mapmaking history,Margaret Levi,May 2022,https://www.ted.com/talks/kayla_wolf_the_biggest_mistakes_in_mapmaking_history
The biggest risks facing cities — and some solutions,Steve Brown,Nov 2017,https://www.ted.com/talks/robert_muggah_the_biggest_risks_facing_cities_and_some_solutions
The bill has come due for the US's history of racism,Jerome Kim,Jun 2020,https://www.ted.com/talks/dr_phillip_atiba_goff_the_bill_has_come_due_for_the_us_s_history_of_racism
The billion-dollar campaign to electrify transport,Mona Chalabi,Oct 2021,https://www.ted.com/talks/monica_araya_the_billion_dollar_campaign_to_electrify_transport
The billion-dollar pollution solution humanity needs right now,Bedouine,Dec 2022,https://www.ted.com/talks/stacy_kauk_the_billion_dollar_pollution_solution_humanity_needs_right_now
"The biology of gender, from DNA to the brain",Danielle R. Moss,Jan 2019,https://www.ted.com/talks/karissa_sanbonmatsu_the_biology_of_gender_from_dna_to_the_brain
The biology of our best and worst selves,Wanuri Kahiu,May 2017,https://www.ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves
The birth of virtual reality as an art form,Trevor Copp and Jeff Fox,Jun 2016,https://www.ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form
The bizarre world of parasitic wasps,Aaron Bastani,Jan 2023,https://www.ted.com/talks/miles_zhang_the_bizarre_world_of_parasitic_wasps
The blind spots of the green energy transition,Lucy Cooke,Jun 2022,https://www.ted.com/talks/olivia_lazard_the_blind_spots_of_the_green_energy_transition
The board game getting kids excited about school,Sid Thatham,Dec 2022,https://www.ted.com/talks/joel_baraka_the_board_game_getting_kids_excited_about_school
The boost students need to overcome obstacles,Dan Gartenberg,Sep 2017,https://www.ted.com/talks/anindya_kundu_the_boost_students_need_to_overcome_obstacles
The brain benefits of deep sleep — and how to get more of it,Lena Dumont,Dec 2017,https://www.ted.com/talks/dan_gartenberg_the_brain_benefits_of_deep_sleep_and_how_to_get_more_of_it
The brain science (and benefits) of ASMR,Julieanna L. Richardson,Jun 2022,https://www.ted.com/talks/craig_richard_the_brain_science_and_benefits_of_asmr
The brain science of obesity,James Tanton,Oct 2021,https://www.ted.com/talks/mads_tang_christensen_the_brain_science_of_obesity
The brain-changing benefits of exercise,Mother London,Feb 2018,https://www.ted.com/talks/wendy_suzuki_the_brain_changing_benefits_of_exercise
The breathtaking courage of Harriet Tubman,Noa Kageyama and Pen-Pen Chen,Jul 2018,https://www.ted.com/talks/janell_hobson_the_breathtaking_courage_of_harriet_tubman
The bug that poops candy,Dean Furness,Apr 2020,https://www.ted.com/talks/george_zaidan_the_bug_that_poops_candy
The business benefits of doing good,Nina Dølvik Brochmann and Ellen Støkken Dahl,Jan 2018,https://www.ted.com/talks/wendy_woods_the_business_benefits_of_doing_good
The business case for working with your toughest critics,Cathy Mulzer,Nov 2019,https://www.ted.com/talks/bob_langert_the_business_case_for_working_with_your_toughest_critics
The carbonless fuel that could change how we ship goods,Cameron Webb,Feb 2022,https://www.ted.com/talks/maria_gallucci_the_carbonless_fuel_that_could_change_how_we_ship_goods
The case for AR and VR in activism,Amanda Williams,Feb 2019,https://www.ted.com/talks/glenn_cantave_the_case_for_ar_and_vr_in_activism
The case for a 4-day work week,Maria Popova,May 2022,https://www.ted.com/talks/juliet_schor_the_case_for_a_4_day_work_week
The case for a decentralized internet,Fiona Radford,Nov 2018,https://www.ted.com/talks/tamas_kocsis_the_case_for_a_decentralized_internet
"The case for co-ops, the invisible giant of the economy",Meg Jay,May 2021,https://www.ted.com/talks/anu_puusa_the_case_for_co_ops_the_invisible_giant_of_the_economy
The case for curiosity-driven research,Darren Croft,Nov 2018,https://www.ted.com/talks/suzie_sheehy_the_case_for_curiosity_driven_research
The case for having kids,Miguel Alcubierre,May 2019,https://www.ted.com/talks/wajahat_ali_the_case_for_having_kids
The case for keeping the wilderness wild,Heidi Hammel and Nadia Drake,Oct 2022,https://www.ted.com/talks/francis_sanzaro_the_case_for_keeping_the_wilderness_wild
The case for public media,Evan Zodl,Jan 2021,https://www.ted.com/talks/qi_wu_the_case_for_public_media
The case for reforming STEM education,Nicole Wilson,Nov 2017,https://www.ted.com/talks/amara_berry_the_case_for_reforming_stem_education
The case for restorative justice in juvenile courts,Kate Slabosky,Jul 2020,https://www.ted.com/talks/wesley_saint_clair_the_case_for_restorative_justice_in_juvenile_courts
The case for stubborn optimism on climate,Johanna Benesty,Oct 2020,https://www.ted.com/talks/christiana_figueres_the_case_for_stubborn_optimism_on_climate
The case for vermicomposting,Krishna Sudhir,May 2020,https://www.ted.com/talks/david_witzeneder_the_case_for_vermicomposting
The case to infect volunteers with COVID-19 to accelerate vaccine testing,"William ""Sandy"" Darity",Jun 2020,https://www.ted.com/talks/nir_eyal_the_case_to_infect_volunteers_with_covid_19_to_accelerate_vaccine_testing
The chaotic brilliance of artist Jean-Michel Basquiat,M Jackson,Feb 2019,https://www.ted.com/talks/jordana_moore_saggese_the_chaotic_brilliance_of_artist_jean_michel_basquiat
The city planting a million trees in two years,Tom Schuler,Nov 2020,https://www.ted.com/talks/yvonne_aki_sawyerr_the_city_planting_a_million_trees_in_two_years
The clean energy hub of the future,Why rivals are working together to transform shipping,Mar 2023,https://www.ted.com/talks/rebekah_shirley_the_clean_energy_hub_of_the_future
The climate crisis is expensive — here's who should pay for it,Albert Zink,Aug 2023,https://www.ted.com/talks/avinash_persaud_the_climate_crisis_is_expensive_here_s_who_should_pay_for_it
"The colorful, shapeshifting wonder of the Amazon's praying mantises",Albert Fox Cahn,Sep 2022,https://www.ted.com/talks/leo_lanna_and_lvcas_fiat_the_colorful_shapeshifting_wonder_of_the_amazon_s_praying_mantises
The community-building potential of the arts,Oren Zaslansky,Oct 2022,https://www.ted.com/talks/lily_yeh_the_community_building_potential_of_the_arts
The complex path to sustainability,Sarah Parcak,Feb 2018,https://www.ted.com/talks/olivia_tyler_the_complex_path_to_sustainability
The connective potential of poetry,Constantine N. Vaporis,Jun 2020,https://www.ted.com/talks/william_sieghart_the_connective_potential_of_poetry
The continents are moving. When will they collide?,Kris Alexander,Mar 2023,https://www.ted.com/talks/jean_baptiste_p_koehl_the_continents_are_moving_when_will_they_collide
The conversation we're not having about digital child abuse,Clifford Robbins,Apr 2017,https://www.ted.com/talks/sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse
The cost of failing to design accessibly,Fay Bound Alberti,Dec 2019,https://www.ted.com/talks/kings_floyd_the_cost_of_failing_to_design_accessibly
The cost of work stress — and how to reduce it,William Sieghart,May 2020,https://www.ted.com/talks/rob_cooke_the_cost_of_work_stress_and_how_to_reduce_it
The counterintuitive psychology of insurance,Cecilia Aragon,Feb 2022,https://www.ted.com/talks/orit_tykocinski_the_counterintuitive_psychology_of_insurance
The counterintuitive way to be more persuasive,Elizabeth Diller,Jan 2021,https://www.ted.com/talks/niro_sivanathan_the_counterintuitive_way_to_be_more_persuasive
The courage to live with radical uncertainty,John Lewis and Bryan Stevenson,Jul 2020,https://www.ted.com/talks/shekinah_elmore_the_courage_to_live_with_radical_uncertainty
The creative power of your intuition,Kimberose,Nov 2021,https://www.ted.com/talks/bozoma_saint_john_the_creative_power_of_your_intuition
The creativity and community behind fanfiction,Smita Sharma,Mar 2022,https://www.ted.com/talks/cecilia_aragon_the_creativity_and_community_behind_fanfiction
"The creativity, innovation and ingenuity languishing in US prisons",Sally Murphy,Jan 2022,https://www.ted.com/talks/brittany_k_barnett_the_creativity_innovation_and_ingenuity_languishing_in_us_prisons
The crime-fighting power of cross-border investigative journalism,Ryah Whalen,May 2022,https://www.ted.com/talks/bektour_iskender_the_crime_fighting_power_of_cross_border_investigative_journalism
The crisis of leadership — and a new way forward,Holley Moyes,May 2019,https://www.ted.com/talks/halla_tomasdottir_and_bryn_freedman_the_crisis_of_leadership_and_a_new_way_forward
The critical role librarians play in the opioid crisis,Rebeca Hwang,Jun 2018,https://www.ted.com/talks/chera_kowalski_the_critical_role_librarians_play_in_the_opioid_crisis
The critical role of Black mothers — and how to support all moms,Susan Cain and Min Kym,Mar 2022,https://www.ted.com/talks/anna_malaika_tubbs_the_critical_role_of_black_mothers_and_how_to_support_all_moms
The crucial intersection of climate and capital,Madhavi Venkatesan,Nov 2021,https://www.ted.com/talks/nili_gilbert_the_crucial_intersection_of_climate_and_capital
The cure for burnout (hint: it isn't self-care),Jen Gunter,May 2021,https://www.ted.com/talks/emily_nagoski_and_amelia_nagoski_the_cure_for_burnout_hint_it_isn_t_self_care
The danger and devotion of fighting for women in Afghanistan,Jen Gunter,Nov 2022,https://www.ted.com/talks/tamana_ayazi_and_kat_craig_the_danger_and_devotion_of_fighting_for_women_in_afghanistan
The danger of AI is weirder than you think,Lara Maiklem,Oct 2019,https://www.ted.com/talks/janelle_shane_the_danger_of_ai_is_weirder_than_you_think
The dangerous evolution of HIV,Walé Oyéjidé,Jan 2018,https://www.ted.com/talks/edsel_salvana_the_dangerous_evolution_of_hiv
The dangerous race for the South Pole,Casey Gerald,Dec 2018,https://www.ted.com/talks/elizabeth_leane_the_dangerous_race_for_the_south_pole
The dangers of a noisy ocean — and how we can quiet it down,Elizabeth Gilbert,Mar 2020,https://www.ted.com/talks/nicola_jones_the_dangers_of_a_noisy_ocean_and_how_we_can_quiet_it_down
The dangers of algorithmic justice,Jason Jay,Oct 2018,https://www.ted.com/talks/hany_farid_the_dangers_of_algorithmic_justice
The dangers of mixing drugs,Mariana Mazzucato,Nov 2019,https://www.ted.com/talks/celine_valery_the_dangers_of_mixing_drugs
The dark and delicate rumble of Russian piano music,Tim Leberecht,Jul 2016,https://www.ted.com/talks/naufal_mukumi_the_dark_and_delicate_rumble_of_russian_piano_music
The dark history of IQ tests,Dan Schulman,Apr 2020,https://www.ted.com/talks/stefan_c_dombrowski_the_dark_history_of_iq_tests
The dark history of Mount Rushmore,Axel Reinaud,Dec 2021,https://www.ted.com/talks/ned_blackhawk_and_jeffrey_d_means_the_dark_history_of_mount_rushmore
The dark history of bananas,Peggy Chan,Nov 2020,https://www.ted.com/talks/john_soluri_the_dark_history_of_bananas
The dark history of the Chinese Exclusion Act,Jota Samper,Jul 2021,https://www.ted.com/talks/robert_chang_the_dark_history_of_the_chinese_exclusion_act
The dark history of the overthrow of Hawaii,Lilly Singh,Feb 2022,https://www.ted.com/talks/sydney_iaukea_the_dark_history_of_the_overthrow_of_hawaii
The dark history of the suburbs,Benedetta Berti and Evelien Borgman,Mar 2022,https://www.ted.com/talks/kevin_ehrman_solberg_and_kirsten_delegard_the_dark_history_of_the_suburbs
The dark history of zombies,Celina de Sola,Apr 2022,https://www.ted.com/talks/christopher_m_moreman_the_dark_history_of_zombies
The data behind Hollywood's sexism,Garry Kasparov,Feb 2017,https://www.ted.com/talks/stacy_smith_the_data_behind_hollywood_s_sexism
The dazzling diversity of African dance — in 14 moves,Kenneth Chabert,Apr 2023,https://www.ted.com/talks/chinyanta_kabaso_the_dazzling_diversity_of_african_dance_in_14_moves
The deadly legacy of cluster bombs,Judd A. Schorr,Aug 2016,https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs
The death of the universe — and what it means for life,Feras Fayyad,May 2021,https://www.ted.com/talks/katie_mack_the_death_of_the_universe_and_what_it_means_for_life
The deep sea's medicinal secrets,Marcia Belsky,Mar 2022,https://www.ted.com/talks/sam_afoullouss_the_deep_sea_s_medicinal_secrets
"The difference between being ""not racist"" and antiracist",Shekinah Elmore,Jun 2020,https://www.ted.com/talks/ibram_x_kendi_the_difference_between_being_not_racist_and_antiracist
The difference between healthy and unhealthy love,Philip A. Chan,May 2019,https://www.ted.com/talks/katie_hood_the_difference_between_healthy_and_unhealthy_love
The dinosaur detectives of real-life Jurassic parks,Anne Morriss,May 2023,https://www.ted.com/talks/martin_lockley_the_dinosaur_detectives_of_real_life_jurassic_parks
The dirty secret of capitalism — and a new way forward,Marcus Bullock,Sep 2019,https://www.ted.com/talks/nick_hanauer_the_dirty_secret_of_capitalism_and_a_new_way_forward
The disappearing computer — and a world where you can take AI everywhere,Gary Marcus,May 2023,https://www.ted.com/talks/imran_chaudhri_the_disappearing_computer_and_a_world_where_you_can_take_ai_everywhere
The disarming case to act right now on climate change,Juliet Brophy,Jan 2019,https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate_change
The discoveries awaiting us in the ocean's twilight zone,Mikhail Zygar,Jun 2018,https://www.ted.com/talks/heidi_m_sosik_the_discoveries_awaiting_us_in_the_ocean_s_twilight_zone
The disease-eradicating potential of gene editing,Guy Winch,Dec 2017,https://www.ted.com/talks/tal_zaks_the_disease_eradicating_potential_of_gene_editing
"The doctors, nurses and aid workers rebuilding Syria",Andrew Youn,May 2018,https://www.ted.com/talks/rola_hallam_the_doctors_nurses_and_aid_workers_rebuilding_syria
"The dream of digital ownership, powered by the metaverse",Virginia Santy,Aug 2023,https://www.ted.com/talks/yat_siu_the_dream_of_digital_ownership_powered_by_the_metaverse
The dream of educating Afghan girls lives on,Joan As Police Woman,Dec 2021,https://www.ted.com/talks/shabana_basij_rasikh_the_dream_of_educating_afghan_girls_lives_on
The dream we haven't dared to dream,Jonathan Tepperman,May 2016,https://www.ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream
The duality of labels – and how to use them for good,monday.com,Sep 2021,https://www.ted.com/talks/alexandria_holder_the_duality_of_labels_and_how_to_use_them_for_good
The dust bunnies that built our planet,Juan Enriquez,Sep 2019,https://www.ted.com/talks/lorin_swint_matthews_the_dust_bunnies_that_built_our_planet
The eco-creators helping the climate through social media,Trish Millines Dziko,Jul 2022,https://www.ted.com/talks/zahra_biabani_the_eco_creators_helping_the_climate_through_social_media
The ecology of inequality,Teresa Bejan,Oct 2018,https://www.ted.com/talks/mindy_fullilove_the_ecology_of_inequality
The economic benefits of climate action,Jad Abumrad,Jun 2020,https://www.ted.com/talks/marcelo_mena_the_economic_benefits_of_climate_action
"The ecstasy of Eskista, an ancient Ethiopian dance",Marisa G. Franco,Jan 2023,https://www.ted.com/talks/melaku_belay_the_ecstasy_of_eskista_an_ancient_ethiopian_dance
The electrical blueprints that orchestrate life,John Marshall,Mar 2021,https://www.ted.com/talks/michael_levin_the_electrical_blueprints_that_orchestrate_life
The electrifying speeches of Sojourner Truth,Sierra Hull,Apr 2020,https://www.ted.com/talks/daina_ramey_berry_the_electrifying_speeches_of_sojourner_truth
The emotions behind your money habits,Lukas Rieppel,Jun 2021,https://www.ted.com/talks/robert_a_belle_the_emotions_behind_your_money_habits
The end of Roe v. Wade — and what comes next for reproductive freedom,Ned Blackhawk and Jeffrey D. Means,Dec 2021,https://www.ted.com/talks/kathryn_kolbert_the_end_of_roe_v_wade_and_what_comes_next_for_reproductive_freedom
The end of globalization (and the beginning of something new),Julia Gillard and Ngozi Okonjo-Iweala,Dec 2020,https://www.ted.com/talks/mike_o_sullivan_the_end_of_globalization_and_the_beginning_of_something_new
The energy Africa needs to develop — and fight climate change,Iseult Gillespie,Nov 2020,https://www.ted.com/talks/rose_m_mutiso_the_energy_africa_needs_to_develop_and_fight_climate_change
The enigmatic language of elephants,Ethan Lindenberger,May 2019,https://www.ted.com/talks/beth_mortimer_and_tarje_nissen_meyer_the_enigmatic_language_of_elephants
"The epic of Gilgamesh, the king who tried to conquer death",Robert A. Belle,Jun 2021,https://www.ted.com/talks/soraya_field_fiorio_the_epic_of_gilgamesh_the_king_who_tried_to_conquer_death
The epidemics that almost happened,Dan Finkel,May 2023,https://www.ted.com/talks/george_zaidan_the_epidemics_that_almost_happened
The era of blind faith in big data must end,Paul Hessburg,Aug 2017,https://www.ted.com/talks/cathy_o_neil_the_era_of_blind_faith_in_big_data_must_end
The era of personal DNA testing is here,Christian Jarrett,Sep 2016,https://www.ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here
The ethical dilemma of designer babies,Serena Williams and Gayle King,Jan 2017,https://www.ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies
The ethics of collecting data,Daniel Engber,Feb 2018,https://www.ted.com/talks/marie_wallace_the_ethics_of_collecting_data
The everyday beauty of playgrounds,Taika Waititi,Jun 2019,https://www.ted.com/talks/stefen_chow_the_everyday_beauty_of_playgrounds
The evolution of animal genitalia,Ronald Sullivan,Apr 2017,https://www.ted.com/talks/menno_schilthuizen_the_evolution_of_animal_genitalia
The evolution of the coffee cup lid,Iseult Gillespie,Feb 2020,https://www.ted.com/talks/a_j_jacobs_the_evolution_of_the_coffee_cup_lid
The exploitation of US college athletes,Dennis E. Shasha,Apr 2021,https://www.ted.com/talks/tim_nevius_the_exploitation_of_us_college_athletes
The fairy tales of the fossil fuel industry — and a better climate story,Why rivals are working together to transform shipping,Jan 2023,https://www.ted.com/talks/luisa_neubauer_the_fairy_tales_of_the_fossil_fuel_industry_and_a_better_climate_story
The fantastically weird world of photosynthetic sea slugs,Phnam Bagley,Mar 2023,https://www.ted.com/talks/michael_middlebrooks_the_fantastically_weird_world_of_photosynthetic_sea_slugs
The fascinating (and dangerous) places scientists aren't exploring,Dessa,Jul 2019,https://www.ted.com/talks/ella_al_shamahi_the_fascinating_and_dangerous_places_scientists_aren_t_exploring
The fascinating history of cemeteries,Amy Herman,Oct 2018,https://www.ted.com/talks/keith_eggener_the_fascinating_history_of_cemeteries
The fascinating physics of everyday life,Sebastian Thrun and Chris Anderson,Sep 2017,https://www.ted.com/talks/helen_czerski_the_fascinating_physics_of_everyday_life
The fascinating physics of insect pee,Michael Middlebrooks,Feb 2023,https://www.ted.com/talks/saad_bhamla_the_fascinating_physics_of_insect_pee
"The fascinating science of bubbles, from soap to champagne",Débora Mesa Molina,Dec 2018,https://www.ted.com/talks/li_wei_tan_the_fascinating_science_of_bubbles_from_soap_to_champagne
The fascinating science of phantom limbs,Alex Gendler,Oct 2018,https://www.ted.com/talks/joshua_w_pate_the_fascinating_science_of_phantom_limbs
The fascinating secret lives of giant clams,Martina Flor,Sep 2017,https://www.ted.com/talks/mei_lin_neo_the_fascinating_secret_lives_of_giant_clams
The fastest way to slow climate change now,Matt Walker,Oct 2021,https://www.ted.com/talks/ilissa_ocko_the_fastest_way_to_slow_climate_change_now
The fight for civil rights and freedom,Denise Zmekhol,Jul 2020,https://www.ted.com/talks/john_lewis_and_bryan_stevenson_the_fight_for_civil_rights_and_freedom
The fight for freedom in Iran and Ukraine,Bridget Seegers,Nov 2022,https://www.ted.com/talks/christiane_amanpour_the_fight_for_freedom_in_iran_and_ukraine
The fingerprints of life beyond Earth,Alicia Chong Rodriguez,Aug 2021,https://www.ted.com/talks/clara_sousa_silva_the_fingerprints_of_life_beyond_earth
The first and last king of Haiti,Hans Block and Moritz Riesewieck,Oct 2019,https://www.ted.com/talks/marlene_daut_the_first_and_last_king_of_haiti
The first-ever cargo ship powered by green fuel,Bo Cerup-Simonsen,Aug 2023,https://www.ted.com/talks/morten_bo_christiansen_the_first_ever_cargo_ship_powered_by_green_fuel
The fish that walk on land,Colombe Cahen-Salvador,Aug 2020,https://www.ted.com/talks/noah_r_bressman_the_fish_that_walk_on_land
The forest is our teacher. It's time to respect it,Francisca Mutapi,Nov 2021,https://www.ted.com/talks/nemonte_nenquimo_the_forest_is_our_teacher_it_s_time_to_respect_it
The forgotten art of the zoetrope,David Brenner,Oct 2017,https://www.ted.com/talks/eric_dyer_the_forgotten_art_of_the_zoetrope
The forgotten queen of Egypt,Countdown Summit,Sep 2021,https://www.ted.com/talks/abdallah_ewis_the_forgotten_queen_of_egypt
The four things you need to know about the energy you use,Kathy Vinokurov,Dec 2018,https://www.ted.com/talks/jordan_wirfs_brock_the_four_things_you_need_to_know_about_the_energy_you_use
The function and fashion of eyeglasses,Why rivals are working together to transform shipping,Feb 2020,https://www.ted.com/talks/debbie_millman_the_function_and_fashion_of_eyeglasses
The fundamental right to seek asylum,Asmeret Asefaw Berhe,Jul 2019,https://www.ted.com/talks/melanie_nezer_the_fundamental_right_to_seek_asylum
The funding gap in start-up investing,Anushka Ratnayake,Apr 2022,https://www.ted.com/talks/temie_giwa_tubosun_the_funding_gap_in_start_up_investing
The funny thing about the American Dream,Daniel Finkel,Jun 2019,https://www.ted.com/talks/harrison_scott_key_the_funny_thing_about_the_american_dream
The future of US reproductive rights after Roe v. Wade,Victoria Hwang,May 2022,https://www.ted.com/talks/mary_ziegler_loretta_j_ross_erika_bachiochi_joshua_prager_the_future_of_us_reproductive_rights_after_roe_v_wade
The future of digital communication and privacy,Debbie Millman,Jul 2020,https://www.ted.com/talks/will_cathcart_the_future_of_digital_communication_and_privacy
The future of fashion — made from mushrooms,Daniel Sachau,Jul 2022,https://www.ted.com/talks/dan_widmaier_the_future_of_fashion_made_from_mushrooms
The future of flying is electrifying,Jen Gunter,May 2021,https://www.ted.com/talks/cory_combs_the_future_of_flying_is_electrifying
The future of good food in China,Leila Takayama,Nov 2017,https://www.ted.com/talks/matilda_ho_the_future_of_good_food_in_china
The future of machines that move like animals,Michael Kennedy,Nov 2022,https://www.ted.com/talks/robert_katzschmann_the_future_of_machines_that_move_like_animals
The future of money,Dena Simmons,Sep 2016,https://www.ted.com/talks/neha_narula_the_future_of_money
The future of our coastal systems,Pazit Cahlon and Alex Gendler,Feb 2019,https://www.ted.com/talks/graham_worthy_the_future_of_our_coastal_systems
The future of psychedelic-assisted psychotherapy,Kishore Mahbubani,Jul 2019,https://www.ted.com/talks/rick_doblin_the_future_of_psychedelic_assisted_psychotherapy
The future of storytelling,Lana Mazahreh,Oct 2017,https://www.ted.com/talks/shonda_rhimes_and_cyndi_stivers_the_future_of_storytelling
The future of supercomputers? A quantum chip colder than outer space,Why rivals are working together to transform shipping,Feb 2018,https://www.ted.com/talks/jerry_chow_the_future_of_supercomputers_a_quantum_chip_colder_than_outer_space
The future of the food ecosystem — and the power of your plate,Al Gore,May 2022,https://www.ted.com/talks/ndidi_okonkwo_nwuneli_the_future_of_the_food_ecosystem_and_the_power_of_your_plate
The future we're building — and boring,Iyad Rahwan,Apr 2017,https://www.ted.com/talks/elon_musk_the_future_we_re_building_and_boring
The future will be shaped by optimists,Stephanie Honchell Smith,Mar 2022,https://www.ted.com/talks/kevin_kelly_the_future_will_be_shaped_by_optimists
The galactic recipe for a living planet,Norma Pimentel,Apr 2020,https://www.ted.com/talks/karin_oberg_the_galactic_recipe_for_a_living_planet
The gender-fluid history of the Philippines,Sonia Shah,Mar 2020,https://www.ted.com/talks/france_villarta_the_gender_fluid_history_of_the_philippines
The genes you don't get from your parents (but can't live without),Isha Datar,Oct 2021,https://www.ted.com/talks/devin_shuman_the_genes_you_don_t_get_from_your_parents_but_can_t_live_without
The genius behind some of the world's most famous buildings,Steve McCarroll,Jul 2018,https://www.ted.com/talks/renzo_piano_the_genius_behind_some_of_the_world_s_most_famous_buildings
The genius of Marie Curie,Duarte Geraldino,Jun 2017,https://www.ted.com/talks/shohini_ghose_the_genius_of_marie_curie
The genius of the London Tube Map,Rébecca Kleinberger,Mar 2018,https://www.ted.com/talks/michael_bierut_the_genius_of_the_london_tube_map
The giant leaps in language technology — and who's left behind,Grantly Galland and Raiana McKinney,Apr 2021,https://www.ted.com/talks/kalika_bali_the_giant_leaps_in_language_technology_and_who_s_left_behind
The gift and power of emotional courage,Rach Ranton,Jan 2018,https://www.ted.com/talks/susan_david_the_gift_and_power_of_emotional_courage
The gift of words,Bob Nease,Dec 2017,https://www.ted.com/talks/javed_akhtar_the_gift_of_words
The global cooperation that accelerated the COVID-19 vaccines,Anu Puusa,Apr 2021,https://www.ted.com/talks/kiran_mazumdar_shaw_the_global_cooperation_that_accelerated_the_covid_19_vaccines
The global goals we've made progress on — and the ones we haven't,Katharine Hayhoe,Nov 2018,https://www.ted.com/talks/michael_green_the_global_goals_we_ve_made_progress_on_and_the_ones_we_haven_t
The global learning crisis — and what to do about it,Mahir Can Işik,Nov 2017,https://www.ted.com/talks/amel_karboul_the_global_learning_crisis_and_what_to_do_about_it
The global movement to restore nature's biodiversity,Why rivals are working together to transform shipping,Oct 2020,https://www.ted.com/talks/thomas_crowther_the_global_movement_to_restore_nature_s_biodiversity
The global opportunity to accelerate Africa's sustainable future,Fehinti Balogun,Nov 2022,https://www.ted.com/talks/vanessa_nakate_and_mary_robinson_the_global_opportunity_to_accelerate_africa_s_sustainable_future
The greatest mathematician that never lived,Eric Yuan,Jul 2020,https://www.ted.com/talks/pratik_aghor_the_greatest_mathematician_that_never_lived
