Name,Course,Sector,Links
We can fight terror without sacrificing our rights,Jennifer Lu,Sep 2016,https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights
We can hack our immune cells to fight cancer,Joel Jackson,Oct 2017,https://www.ted.com/talks/elizabeth_wayne_we_can_hack_our_immune_cells_to_fight_cancer
We can make COVID-19 the last pandemic,Tima Kurdi,Apr 2022,https://www.ted.com/talks/bill_gates_we_can_make_covid_19_the_last_pandemic
We can reprogram life. How to do it wisely,Anand Giridharadas,Apr 2016,https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely
We can start winning the war against cancer,Sisonke Msimang,Oct 2016,https://www.ted.com/talks/adam_de_la_zerda_we_can_start_winning_the_war_against_cancer
We could kick-start life on another planet. Should we?,John C. Mather,Apr 2022,https://www.ted.com/talks/betul_kacar_we_could_kick_start_life_on_another_planet_should_we
"We don't ""move on"" from grief. We move forward with it",Joshua W. Pate,Apr 2019,https://www.ted.com/talks/nora_mcinerny_we_don_t_move_on_from_grief_we_move_forward_with_it
We need leaders who boldly champion inclusion,Rasmus Ankersen,Oct 2022,https://www.ted.com/talks/june_sarpong_we_need_leaders_who_boldly_champion_inclusion
We need nuclear power to solve climate change,Karina Galperin,Nov 2016,https://www.ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change
We need to address the real roots of racial violence,Ashraf Ghani,Jun 2020,https://www.ted.com/talks/megan_ming_francis_we_need_to_address_the_real_roots_of_racial_violence
We need to green the economy while restarting it,Aparna Pallavi,Jun 2020,https://www.ted.com/talks/nigel_topping_we_need_to_green_the_economy_while_restarting_it
We need to help women close the retirement savings gap,Dan Finkel,Oct 2018,https://www.ted.com/talks/elena_chavez_quezada_we_need_to_help_women_close_the_retirement_savings_gap
We need to rethink casual sex,T. Morgan Dixon and Vanessa Garrison,Feb 2019,https://www.ted.com/talks/terri_conley_we_need_to_rethink_casual_sex
We need to track the world's water like we track the weather,James Logan,Sep 2019,https://www.ted.com/talks/sonaar_luthra_we_need_to_track_the_world_s_water_like_we_track_the_weather
We should aim for perfection — and stop fearing failure,Touria El Glaoui,Nov 2017,https://www.ted.com/talks/jon_bowers_we_should_aim_for_perfection_and_stop_fearing_failure
We should all be feminists,Tom Gruber,Apr 2017,https://www.ted.com/talks/chimamanda_ngozi_adichie_we_should_all_be_feminists
"We train soldiers for war. Let's train them to come home, too",Carrie Poppy,Nov 2016,https://www.ted.com/talks/hector_garcia_we_train_soldiers_for_war_let_s_train_them_to_come_home_too
We won't fix US politics until we talk about class,Jordan Wirfs-Brock,Oct 2018,https://www.ted.com/talks/joan_c_williams_we_won_t_fix_us_politics_until_we_talk_about_class
We're building a dystopia just to make people click on ads,Lisa Feldman Barrett,Oct 2017,https://www.ted.com/talks/zeynep_tufekci_we_re_building_a_dystopia_just_to_make_people_click_on_ads
"We're experiencing an empathy shortage, but we can fix it together",Sir Ken Robinson,Feb 2021,https://www.ted.com/talks/jamil_zaki_we_re_experiencing_an_empathy_shortage_but_we_can_fix_it_together
We've stopped trusting institutions and started trusting strangers,Megan Campisi and Pen-Pen Chen,Oct 2016,https://www.ted.com/talks/rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers
Wearable tech that helps you navigate by touch,Jeff Leek and Lucy McGowan,Apr 2019,https://www.ted.com/talks/keith_kirkland_wearable_tech_that_helps_you_navigate_by_touch
"What ""Machiavellian"" really means",Joanne Chory,Mar 2019,https://www.ted.com/talks/pazit_cahlon_and_alex_gendler_what_machiavellian_really_means
What AI is — and isn't,Fredros Okumu,Nov 2017,https://www.ted.com/talks/sebastian_thrun_and_chris_anderson_what_ai_is_and_isn_t
What Americans agree on when it comes to health,Jim Whitehurst,Oct 2018,https://www.ted.com/talks/rebecca_onie_what_americans_agree_on_when_it_comes_to_health
What Brexit means for Scotland,Nick Hanauer,Jul 2019,https://www.ted.com/talks/nicola_sturgeon_what_brexit_means_for_scotland
What Bruce Lee can teach us about living fully,Lori Gottlieb,Oct 2019,https://www.ted.com/talks/shannon_lee_what_bruce_lee_can_teach_us_about_living_fully
"What COVID-19 means for the future of commerce, capitalism and cash",Ofer Levy,May 2020,https://www.ted.com/talks/dan_schulman_what_covid_19_means_for_the_future_of_commerce_capitalism_and_cash
What COVID-19 revealed about US schools — and 4 ways to rethink education,Olivia Arthur,Jan 2021,https://www.ted.com/talks/nora_flanagan_what_covid_19_revealed_about_us_schools_and_4_ways_to_rethink_education
What I learned about freedom after escaping North Korea,David Peterson,Aug 2019,https://www.ted.com/talks/yeonmi_park_what_i_learned_about_freedom_after_escaping_north_korea
What I learned as a prisoner in North Korea,Devita Davison,Sep 2017,https://www.ted.com/talks/euna_lee_what_i_learned_as_a_prisoner_in_north_korea
What I learned designing a school for the deaf,Dixon Chibanda,Jan 2018,https://www.ted.com/talks/marcus_adrian_what_i_learned_designing_a_school_for_the_deaf
What I learned from 100 days of rejection,Simon Anholt,Dec 2016,https://www.ted.com/talks/jia_jiang_what_i_learned_from_100_days_of_rejection
"What I learned from 2,000 obituaries",Michael Bierut,Mar 2017,https://www.ted.com/talks/lux_narayan_what_i_learned_from_2_000_obituaries
What I learned from dating while disabled,Kate Fagan,Nov 2022,https://www.ted.com/talks/julie_andrieu_what_i_learned_from_dating_while_disabled
What I learned from digging under New York City's streets,David Asch,Oct 2019,https://www.ted.com/talks/alyssa_loorya_what_i_learned_from_digging_under_new_york_city_s_streets
What I learned from giving up everything I knew as a leader,Dan Finkel,Nov 2018,https://www.ted.com/talks/jim_whitehurst_what_i_learned_from_giving_up_everything_i_knew_as_a_leader
What I learned from writing jokes for The Onion,Andrew Marantz,Jul 2019,https://www.ted.com/talks/brian_janosch_what_i_learned_from_writing_jokes_for_the_onion
What I learned investigating Nixon,Andrew Zimmerman Jones,Sep 2018,https://www.ted.com/talks/bob_woodward_what_i_learned_investigating_nixon
What I learned serving time for a crime I didn't commit,Soyapi Mumba,Nov 2017,https://www.ted.com/talks/teresa_njoroge_what_i_learned_serving_time_for_a_crime_i_didn_t_commit
What I learned when I conquered the world's toughest triathlon,Diane Wolk-Rogers,Mar 2018,https://www.ted.com/talks/minda_dentler_what_i_learned_when_i_conquered_the_world_s_toughest_triathlon
What I've learned about parenting as a stay-at-home dad,Gastón Acurio,Apr 2018,https://www.ted.com/talks/glen_henry_what_i_ve_learned_about_parenting_as_a_stay_at_home_dad
What Saturn's most mysterious moon could teach us about the origins of life,Antonio Muñoz Fernández,Aug 2020,https://www.ted.com/talks/elizabeth_zibi_turtle_what_saturn_s_most_mysterious_moon_could_teach_us_about_the_origins_of_life
What Wikipedia teaches us about balancing truth and beliefs,Craig Richard,May 2022,https://www.ted.com/talks/katherine_maher_what_wikipedia_teaches_us_about_balancing_truth_and_beliefs
What a digital government looks like,Lisa Janae Bacon,Jan 2020,https://www.ted.com/talks/anna_piperal_what_a_digital_government_looks_like
What a driverless world could look like,Eduardo Briceño,Oct 2016,https://www.ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like
What a living whale is worth — and why the economy should protect nature,Christiane Amanpour,Nov 2022,https://www.ted.com/talks/ralph_chami_what_a_living_whale_is_worth_and_why_the_economy_should_protect_nature
What a nun can teach a scientist about ecology,Matt Cutts,Feb 2020,https://www.ted.com/talks/victoria_gill_what_a_nun_can_teach_a_scientist_about_ecology
What a planet needs to sustain life,Sandi Toksvig,Aug 2016,https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life
What a scrapyard in Ghana can teach us about innovation,Will MacAskill,Aug 2018,https://www.ted.com/talks/dk_osseo_asare_what_a_scrapyard_in_ghana_can_teach_us_about_innovation
What a world without prisons could look like,Eric Berridge,Mar 2018,https://www.ted.com/talks/deanna_van_buren_what_a_world_without_prisons_could_look_like
What almost dying taught me about living,Ocean Ramsey,Jun 2019,https://www.ted.com/talks/suleika_jaouad_what_almost_dying_taught_me_about_living
What archaeology and DNA can teach us about prehistoric migration,Hector Lanz,Jul 2018,https://www.ted.com/talks/ian_barnes_what_archaeology_and_dna_can_teach_us_about_prehistoric_migration
What are the most important moral problems of our time?,Wanis Kabbaj,Sep 2018,https://www.ted.com/talks/will_macaskill_what_are_the_most_important_moral_problems_of_our_time
What are you willing to give up to change the way we work?,Laura Bates,Jan 2019,https://www.ted.com/talks/martin_danoesastro_what_are_you_willing_to_give_up_to_change_the_way_we_work
What baby boomers can learn from millennials at work — and vice versa,A. Dara Dotz,Oct 2018,https://www.ted.com/talks/chip_conley_what_baby_boomers_can_learn_from_millennials_at_work_and_vice_versa
What birdspotting can teach us about conservation,Cara E. Yar Khan,Nov 2019,https://www.ted.com/talks/arjan_dwarshuis_what_birdspotting_can_teach_us_about_conservation
What businesses can learn from refugee communities,Elizabeth Blackburn,Sep 2017,https://www.ted.com/talks/christine_thach_what_businesses_can_learn_from_refugee_communities
What can DNA tests really tell us about our ancestry?,Why rivals are working together to transform shipping,Jun 2020,https://www.ted.com/talks/prosanta_chakrabarty_what_can_dna_tests_really_tell_us_about_our_ancestry
What can animals teach us about sex and gender?,David Wengrow,Jul 2022,https://www.ted.com/talks/lucy_cooke_what_can_animals_teach_us_about_sex_and_gender
What can we learn from shortcuts?,Betsy Schwarm,Jun 2016,https://www.ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts
What capitalism gets right — and governments get wrong,Megan Reitz,Sep 2022,https://www.ted.com/talks/katherine_mangu_ward_what_capitalism_gets_right_and_governments_get_wrong
What caused the Rwandan Genocide?,Jioji Ravulo,Jun 2023,https://www.ted.com/talks/susanne_buckley_zistel_what_caused_the_rwandan_genocide
What causes an economic recession?,Maria Popova,Oct 2019,https://www.ted.com/talks/richard_coffin_what_causes_an_economic_recession
What causes cavities?,Why rivals are working together to transform shipping,Oct 2016,https://www.ted.com/talks/mel_rosenberg_what_causes_cavities
"What causes dandruff, and how do you get rid of it?",Betty Hart,Feb 2021,https://www.ted.com/talks/thomas_l_dawson_what_causes_dandruff_and_how_do_you_get_rid_of_it
What causes hallucinations?,Puqun Li,Jun 2018,https://www.ted.com/talks/elizabeth_cox_what_causes_hallucinations
What causes headaches?,David Lang,Sep 2018,https://www.ted.com/talks/dan_kwartler_what_causes_headaches
What causes heartburn?,Elizabeth Leane,Nov 2018,https://www.ted.com/talks/rusha_modi_what_causes_heartburn
What causes insomnia?,Ian Barnes,Jun 2018,https://www.ted.com/talks/dan_kwartler_what_causes_insomnia
"What causes opioid addiction, and why is it so tough to combat?",Sunil Prashara,May 2020,https://www.ted.com/talks/mike_davis_what_causes_opioid_addiction_and_why_is_it_so_tough_to_combat
"What causes panic attacks, and how can you prevent them?",António Guterres,Oct 2020,https://www.ted.com/talks/cindy_j_aaronson_what_causes_panic_attacks_and_how_can_you_prevent_them
"What causes seizures, and how can we treat them?",Chen Qiufan,Aug 2021,https://www.ted.com/talks/christopher_e_gaw_what_causes_seizures_and_how_can_we_treat_them
What causes sleepwalking?,Wayne Ting,Oct 2022,https://www.ted.com/talks/emmanuel_during_what_causes_sleepwalking
"What causes yeast infections, and how do you get rid of them?",Kenny Coogan,Jul 2022,https://www.ted.com/talks/liesbeth_demuyser_what_causes_yeast_infections_and_how_do_you_get_rid_of_them
What comes after tragedy? Forgiveness,The Holladay Brothers,Jan 2018,https://www.ted.com/talks/azim_khamisa_and_ples_felix_what_comes_after_tragedy_forgiveness
What commercialization is doing to cannabis,Leila Seth,Sep 2018,https://www.ted.com/talks/ben_cort_what_commercialization_is_doing_to_cannabis
What coronavirus means for the global economy,Checking In with Susan David,Apr 2020,https://www.ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy
What crows teach us about death,Andrew Pelling,Oct 2020,https://www.ted.com/talks/kaeli_swift_what_crows_teach_us_about_death
What did people do before anesthesia?,Susan G. Wardle,Jun 2023,https://www.ted.com/talks/sally_frampton_what_did_people_do_before_anesthesia
What do all languages have in common?,Mary L. Gray,Jul 2020,https://www.ted.com/talks/cameron_morin_what_do_all_languages_have_in_common
What doctors should know about gender identity,Alex Edmans,Oct 2018,https://www.ted.com/talks/kristie_overstreet_what_doctors_should_know_about_gender_identity
What does a voice of the future sound like?,Andrew Whitworth,Mar 2022,https://www.ted.com/talks/reeps_one_what_does_a_voice_of_the_future_sound_like
What does it mean to be a citizen of the world?,Suzanne Simard,Apr 2016,https://www.ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world
What does it mean to be a refugee?,Damien Riehl,Mar 2022,https://www.ted.com/talks/benedetta_berti_and_evelien_borgman_what_does_it_mean_to_be_a_refugee_jan_2018
What does it really mean for leaders to be authentic?,Tina Seelig,Jun 2018,https://www.ted.com/talks/herminia_ibarra_what_does_it_really_mean_for_leaders_to_be_authentic
What does the universe sound like? A musical tour,Nita Farahany,Oct 2018,https://www.ted.com/talks/matt_russo_what_does_the_universe_sound_like_a_musical_tour
What does the world's largest machine do?,Karen Gurney,Oct 2022,https://www.ted.com/talks/henry_richardson_what_does_the_world_s_largest_machine_do
What emotions look like in a dog's brain,Anita Collins,Jul 2019,https://www.ted.com/talks/gregory_berns_what_emotions_look_like_in_a_dog_s_brain
What everyday citizens can do to claim power on the internet,Dana Cowin,Oct 2018,https://www.ted.com/talks/fadi_chehade_and_bryn_freedman_what_everyday_citizens_can_do_to_claim_power_on_the_internet
"What farmers need to be modern, climate-friendly and profitable",Luvvie Ajayi Jones,May 2021,https://www.ted.com/talks/beth_ford_what_farmers_need_to_be_modern_climate_friendly_and_profitable
What female military leadership can teach us about overcoming self-doubt,Emily Levesque,Nov 2020,https://www.ted.com/talks/joanne_s_bass_what_female_military_leadership_can_teach_us_about_overcoming_self_doubt
